client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,cluster,Cluster_Name,segment
C0968,Individual,Julie,Hansen,1994-12-21,F,USA,Arizona,Home,4,No,Website,32,1,C2,First-Time Buyers
C0969,Individual,Amber,Ward,1975-12-27,F,Russia,Tatarstan,Investment,1,Yes,Agency,51,0,C1,Global Investors
C0970,Individual,Peter,Johnson,1986-01-12,M,Denmark,North Denmark,Home,3,Yes,Website,40,1,C2,First-Time Buyers
C0971,Individual,Cynthia,Mitchell,1969-02-06,F,USA,Colorado,Investment,5,Yes,Website,57,1,C2,First-Time Buyers
C0972,Individual,Sandra,Evans,1963-12-16,F,USA,Arizona,Home,5,No,Agency,63,2,C3,Corporate Buyers
C0973,Individual,Charles,Stone,1992-03-12,M,USA,California,Investment,2,No,Client,34,0,C1,Global Investors
C0974,Individual,Michael,Hansen,1960-12-22,M,USA,New York,Home,1,No,Agency,66,3,C4,Luxury Investors
C0975,Individual,Gregory,Reyes,1946-09-07,M,USA,Utah,Home,4,No,Website,80,2,C3,Corporate Buyers
C0976,Individual,Ryan,Miller,1982-12-18,M,USA,California,Home,4,Yes,Website,44,1,C2,First-Time Buyers
C0977,Individual,Ryan,James,1996-07-04,M,USA,California,Home,1,No,Agency,30,0,C1,Global Investors
C0978,Individual,Lauren,Brown,1963-11-11,F,USA,California,Home,4,Yes,Website,63,2,C3,Corporate Buyers
C0979,Individual,Madison,Roberts,1939-12-25,F,Canada,Quebec,Investment,4,No,Website,87,2,C3,Corporate Buyers
C0980,Individual,Daniel,Davis,1941-12-13,M,USA,New York,Investment,1,Yes,Website,85,3,C4,Luxury Investors
C0981,Individual,Jessica,Stewart,1960-12-14,F,USA,California,Investment,1,No,Website,66,3,C4,Luxury Investors
C0982,Individual,Joyce,Jackson,1961-08-07,F,Canada,Manitoba,Investment,5,Yes,Agency,65,2,C3,Corporate Buyers
C0983,Individual,Brittany,Freeman,1993-12-21,F,Germany,North Rhine-Westphalia,Home,4,No,Website,33,1,C2,First-Time Buyers
C0984,Individual,Mark,Johnson,1962-03-12,M,Canada,British Columbia,Home,5,Yes,Agency,64,2,C3,Corporate Buyers
C0985,Individual,Ruth,Griffin,1953-12-15,F,USA,California,Home,1,Yes,Website,73,3,C4,Luxury Investors
C0986,Individual,Jacqueline,Ward,1980-12-18,F,Russia,Saint Petersburg,Home,2,No,Website,46,0,C1,Global Investors
C0987,Individual,Maria,Johnson,1966-12-22,F,Germany,North Rhine-Westphalia,Home,1,Yes,Agency,60,3,C4,Luxury Investors
C0988,Individual,Douglas,Cooper,1987-12-21,M,USA,Texas,Home,3,Yes,Agency,39,1,C2,First-Time Buyers
C0989,Individual,Amber,Cook,1945-12-19,F,USA,Oregon,Home,4,No,Website,81,2,C3,Corporate Buyers
C0990,Individual,Carl,Carter,1941-12-21,M,USA,Utah,Home,4,No,Website,85,2,C3,Corporate Buyers
C0991,Individual,Heather,Adams,1974-12-27,F,USA,Nevada,Home,1,No,Website,52,0,C1,Global Investors
C0992,Individual,Scott,Hughes,1987-12-19,M,Denmark,Capital Region,Home,1,Yes,Website,39,0,C1,Global Investors
C0993,Individual,Ryan,Campbell,1954-11-03,M,USA,California,Home,2,Yes,Website,72,3,C4,Luxury Investors
C0994,Individual,Michael,Moore,1975-12-26,M,USA,California,Home,3,No,Website,51,1,C2,First-Time Buyers
C0995,Individual,Amanda,Kim,1948-12-14,F,Australia,New South Wales,Home,1,Yes,Website,78,3,C4,Luxury Investors
C0996,Individual,Terry,Howard,1956-11-06,M,Canada,Manitoba,Home,2,Yes,Client,70,3,C4,Luxury Investors
C0997,Individual,Terry,Collins,1950-11-03,M,USA,California,Investment,3,Yes,Agency,76,2,C3,Corporate Buyers
C0998,Company,Grandis,Co,1969-06-05,F,USA,Virginia,Home,4,No,Agency,57,1,C2,First-Time Buyers
C0999,Individual,Jacqueline,Cox,1968-12-15,F,USA,California,Investment,3,No,Agency,58,2,C3,Corporate Buyers
C1000,Individual,Judith,Parker,1962-12-21,F,USA,Utah,Home,2,Yes,Website,64,3,C4,Luxury Investors
C1001,Individual,Aaron,Nelson,1980-12-13,M,USA,California,Home,3,No,Website,46,1,C2,First-Time Buyers
C1002,Individual,Scott,Hughes,1967-08-06,M,USA,California,Home,5,No,Website,59,1,C2,First-Time Buyers
C1003,Individual,Lauren,Bennett,1977-11-08,F,USA,Nevada,Home,2,No,Website,49,0,C1,Global Investors
C1004,Individual,Alexander,Anderson,1981-12-17,M,USA,Oregon,Home,3,Yes,Website,45,1,C2,First-Time Buyers
C1005,Individual,Barbara,Chavez,1988-07-06,F,Germany,Hamburg,Home,3,No,Client,38,1,C2,First-Time Buyers
C1006,Individual,Stephanie,Weaver,1991-12-24,F,USA,Georgia,Home,1,No,Website,35,0,C1,Global Investors
C1007,Individual,Joyce,Brooks,1947-12-25,F,UK,England,Home,4,No,Agency,79,2,C3,Corporate Buyers
C1008,Company,Sterling,Co,1987-02-10,M,USA,California,Home,2,No,Website,39,0,C1,Global Investors
C1009,Individual,Evelyn,Bell,1950-11-02,F,USA,Nevada,Investment,4,Yes,Agency,76,2,C3,Corporate Buyers
C1010,Individual,Dennis,Moore,1964-10-03,M,Mexico,Jalisco,Home,4,No,Website,62,2,C3,Corporate Buyers
C1011,Individual,Virginia,Brooks,1951-12-18,F,USA,California,Investment,1,No,Website,75,3,C4,Luxury Investors
C1012,Individual,Raymond,Morales,1959-12-20,M,USA,New York,Home,4,Yes,Website,67,2,C3,Corporate Buyers
C1013,Individual,Stephanie,Patterson,1993-12-19,F,USA,Oregon,Home,1,Yes,Website,33,0,C1,Global Investors
C1014,Individual,David,Weaver,1969-06-01,M,USA,California,Home,3,Yes,Website,57,3,C4,Luxury Investors
C1015,Individual,Kyle,Davis,1977-01-09,M,USA,California,Home,4,Yes,Website,49,1,C2,First-Time Buyers
C1016,Individual,Andrea,Wilson,1976-05-04,F,USA,California,Home,4,Yes,Agency,50,1,C2,First-Time Buyers
C1017,Individual,Megan,Baker,1967-12-22,F,USA,California,Home,1,Yes,Agency,59,3,C4,Luxury Investors
C1018,Individual,Tiffany,Turner,1966-12-19,F,USA,Colorado,Home,5,Yes,Client,60,2,C3,Corporate Buyers
C1019,Individual,Carolyn,Stewart,1974-12-27,F,USA,Nevada,Home,2,No,Client,52,0,C1,Global Investors
C1020,Individual,Deborah,Morales,1993-12-23,F,USA,California,Home,3,No,Agency,33,1,C2,First-Time Buyers
C1021,Individual,Jeffrey,Bryant,1974-04-09,M,USA,California,Investment,1,No,Client,52,0,C1,Global Investors
C1022,Individual,Christina,King,1983-12-17,F,USA,Colorado,Home,1,No,Agency,43,0,C1,Global Investors
C1023,Individual,Heather,Bell,1952-12-28,F,USA,Nevada,Home,1,Yes,Website,74,3,C4,Luxury Investors
C1024,Individual,Gregory,Long,1969-03-08,M,USA,Arizona,Investment,2,No,Agency,57,3,C4,Luxury Investors
C1025,Individual,Michelle,King,1946-12-20,F,USA,California,Home,1,No,Client,80,3,C4,Luxury Investors
C1026,Individual,Robert,Parker,1991-12-08,M,USA,California,Investment,1,No,Agency,35,0,C1,Global Investors
C1027,Individual,Gerald,White,1976-10-12,M,USA,California,Investment,1,Yes,Client,50,0,C1,Global Investors
C1028,Individual,Nicholas,Cox,1942-07-04,M,USA,California,Home,1,Yes,Website,84,3,C4,Luxury Investors
C1029,Individual,Ryan,Jackson,1949-06-11,M,Australia,Victoria,Home,1,No,Agency,77,3,C4,Luxury Investors
C1030,Individual,Christine,Owens,1959-12-20,F,USA,Ohio,Home,4,No,Website,67,2,C3,Corporate Buyers
C1031,Individual,Alexander,Reed,1988-12-13,M,UK,England,Home,1,No,Website,38,0,C1,Global Investors
C1032,Individual,Larry,Freeman,1977-03-01,M,USA,Nevada,Home,5,No,Website,49,1,C2,First-Time Buyers
C1033,Individual,Eric,Jackson,1961-12-21,M,France,Ile-de-France,Home,2,No,Website,65,3,C4,Luxury Investors
C1034,Individual,Andrea,Wilson,1978-12-20,F,USA,Colorado,Home,5,No,Client,48,1,C2,First-Time Buyers
C1035,Individual,Jacob,Williams,1961-10-02,M,USA,Virginia,Home,2,No,Website,65,3,C4,Luxury Investors
C1036,Individual,Martha,Collins,1987-12-13,F,USA,Oregon,Home,2,No,Agency,39,0,C1,Global Investors
C1037,Company,Corvus,Co,1970-02-01,M,Mexico,Baja California,Home,2,Yes,Website,56,3,C4,Luxury Investors
C1038,Individual,Gerald,Gray,1958-12-25,M,USA,California,Investment,3,No,Website,68,2,C3,Corporate Buyers
C1039,Individual,Nicholas,Carter,1961-12-17,M,USA,California,Home,1,Yes,Agency,65,3,C4,Luxury Investors
C1040,Individual,Joseph,Young,1940-05-04,M,USA,California,Investment,5,Yes,Website,86,2,C3,Corporate Buyers
C1041,Individual,Evelyn,Morris,1990-07-12,F,USA,Nevada,Home,5,Yes,Website,36,1,C2,First-Time Buyers
C1042,Individual,Rebecca,Parker,1945-03-08,F,USA,Nevada,Home,2,No,Agency,81,3,C4,Luxury Investors
C1043,Individual,Carol,Griffin,1998-12-14,F,USA,Washington,Home,5,No,Website,28,1,C2,First-Time Buyers
C1044,Individual,Eric,Howard,1970-12-15,M,USA,Nevada,Investment,5,No,Website,56,1,C2,First-Time Buyers
C1045,Individual,Rebecca,Allen,1942-01-04,F,USA,New York,Home,3,No,Website,84,2,C3,Corporate Buyers
C1046,Individual,Maria,Wood,1968-12-21,F,Canada,Quebec,Home,4,Yes,Website,58,2,C3,Corporate Buyers
C1047,Individual,Ronald,Reyes,1984-12-12,M,USA,Virginia,Home,3,No,Website,42,1,C2,First-Time Buyers
C1048,Individual,Angela,Turner,1969-12-27,F,USA,Oregon,Investment,1,No,Agency,57,3,C4,Luxury Investors
C1049,Individual,Tiffany,Sanders,1940-05-11,F,USA,California,Investment,5,No,Website,86,2,C3,Corporate Buyers
C1050,Individual,Tyler,Watson,1955-03-10,M,USA,Georgia,Home,4,Yes,Website,71,2,C3,Corporate Buyers
C1051,Individual,Cheryl,Hansen,1957-12-19,F,USA,Virginia,Home,1,Yes,Agency,69,3,C4,Luxury Investors
C1052,Individual,Kimberly,Parker,1952-12-24,F,USA,Utah,Home,1,Yes,Agency,74,3,C4,Luxury Investors
C1053,Individual,Adam,Kim,1974-10-11,M,Mexico,Nuevo Leon,Home,2,Yes,Website,52,0,C1,Global Investors
C1054,Individual,Edward,Foster,1989-04-09,M,USA,Arizona,Home,2,Yes,Website,37,0,C1,Global Investors
C1055,Individual,Jonathan,Bennett,1971-12-20,M,USA,New York,Investment,2,Yes,Website,55,3,C4,Luxury Investors
C1056,Individual,Larry,Wilson,1978-12-19,M,USA,Colorado,Home,1,Yes,Website,48,0,C1,Global Investors
C1057,Individual,Jesse,Garcia,1993-12-17,M,USA,Nevada,Investment,5,No,Website,33,1,C2,First-Time Buyers
C1058,Individual,Rachel,Weaver,1973-12-06,F,Germany,Bavaria,Home,3,Yes,Website,53,1,C2,First-Time Buyers
C1059,Individual,Danielle,Davis,1977-12-26,F,USA,California,Home,4,No,Website,49,1,C2,First-Time Buyers
C1060,Individual,Christian,Evans,1939-12-25,M,USA,Nevada,Home,5,No,Agency,87,2,C3,Corporate Buyers
C1061,Individual,Stephanie,Smith,1960-01-06,F,UK,Scotland,Home,1,No,Website,66,3,C4,Luxury Investors
C1062,Individual,Billy,Foster,1974-12-20,M,USA,California,Home,4,No,Agency,52,1,C2,First-Time Buyers
C1063,Individual,Nicole,Weaver,1988-05-12,F,USA,New York,Investment,5,Yes,Website,38,1,C2,First-Time Buyers
C1064,Individual,Brandon,Pierce,1945-06-08,M,USA,California,Home,5,Yes,Website,81,2,C3,Corporate Buyers
C1065,Individual,Mark,Reyes,1955-06-01,M,USA,Georgia,Home,3,Yes,Client,71,2,C3,Corporate Buyers
C1066,Individual,Ashley,Moore,1940-12-21,F,Australia,Victoria,Home,1,No,Website,86,3,C4,Luxury Investors
C1067,Individual,Samuel,Howard,1941-12-24,M,Mexico,Jalisco,Investment,4,No,Agency,85,2,C3,Corporate Buyers
C1068,Individual,Kathleen,Carter,1984-10-02,F,USA,California,Home,3,No,Agency,42,1,C2,First-Time Buyers
C1069,Individual,Lawrence,Cox,1991-12-13,M,USA,Virginia,Home,3,Yes,Agency,35,1,C2,First-Time Buyers
C1070,Individual,Virginia,Rogers,1950-12-26,F,Germany,Bavaria,Home,5,No,Agency,76,2,C3,Corporate Buyers
C1071,Individual,Aaron,Johnson,1966-11-08,M,USA,Texas,Home,2,No,Agency,60,3,C4,Luxury Investors
C1072,Individual,Kimberly,Jones,1962-10-06,F,USA,Utah,Home,3,No,Agency,64,2,C3,Corporate Buyers
C1073,Individual,Carl,Collins,1955-02-07,M,USA,California,Investment,2,No,Website,71,3,C4,Luxury Investors
C1074,Individual,George,Foster,1954-10-07,M,UK,Northern Ireland,Home,1,No,Website,72,3,C4,Luxury Investors
C1075,Individual,Carolyn,Watson,1974-12-17,F,Mexico,Baja California,Home,3,No,Website,52,1,C2,First-Time Buyers
C1076,Individual,Betty,Thompson,1979-12-28,F,USA,Florida,Investment,3,No,Agency,47,1,C2,First-Time Buyers
C1077,Individual,Peter,Griffin,1982-07-03,M,USA,Texas,Investment,2,No,Agency,44,0,C1,Global Investors
C1078,Individual,Joshua,Howard,1939-12-22,M,USA,Ohio,Home,1,No,Agency,87,3,C4,Luxury Investors
C1079,Individual,Steven,Hayes,1958-12-19,M,USA,California,Investment,4,Yes,Website,68,2,C3,Corporate Buyers
C1080,Individual,Hannah,Stewart,1956-06-10,F,UK,England,Investment,4,No,Agency,70,2,C3,Corporate Buyers
C1081,Company,Meridian,Co,1974-08-09,M,Russia,Novosibirsk,Home,4,Yes,Agency,52,1,C2,First-Time Buyers
C1082,Individual,Patricia,Martin,1993-04-02,F,USA,Oregon,Investment,5,Yes,Website,33,1,C2,First-Time Buyers
C1083,Individual,Pamela,Jackson,1950-06-10,F,USA,Colorado,Investment,4,No,Agency,76,2,C3,Corporate Buyers
C1084,Individual,Sarah,Hansen,1988-12-27,F,France,Ile-de-France,Home,4,No,Agency,38,1,C2,First-Time Buyers
C1085,Individual,Sarah,Flores,1946-12-18,F,Australia,Queensland,Investment,1,No,Client,80,3,C4,Luxury Investors
C1086,Individual,Timothy,Montgomery,1956-01-03,M,USA,Colorado,Home,1,Yes,Website,70,3,C4,Luxury Investors
C1087,Individual,Matthew,Owens,1984-03-01,M,USA,Colorado,Home,3,No,Website,42,1,C2,First-Time Buyers
C1088,Individual,Nicholas,Stewart,1997-12-26,M,USA,Utah,Home,4,Yes,Agency,29,1,C2,First-Time Buyers
C1089,Individual,Madison,Ward,1961-12-17,F,USA,Utah,Home,1,Yes,Website,65,3,C4,Luxury Investors
C1090,Individual,Laura,Moore,1962-07-09,F,Canada,Alberta,Home,3,Yes,Client,64,2,C3,Corporate Buyers
C1091,Individual,Arthur,Phillips,1983-12-21,M,USA,Nevada,Home,1,Yes,Agency,43,0,C1,Global Investors
C1092,Individual,Terry,Adams,1995-12-24,M,USA,Oregon,Investment,2,No,Website,31,0,C1,Global Investors
C1093,Individual,Adam,Allen,1979-12-13,M,USA,Oregon,Home,1,Yes,Website,47,0,C1,Global Investors
C1094,Individual,Sarah,Cook,1960-12-02,F,USA,Washington,Home,2,Yes,Website,66,3,C4,Luxury Investors
C1095,Individual,Cynthia,Howard,1939-12-26,F,USA,California,Home,3,No,Agency,87,2,C3,Corporate Buyers
C1096,Individual,Grace,Edwards,1964-12-20,F,USA,New York,Home,2,No,Client,62,3,C4,Luxury Investors
C1097,Individual,Teresa,Pierce,1961-12-16,F,Canada,Alberta,Home,3,Yes,Agency,65,2,C3,Corporate Buyers
C1098,Individual,Paul,Young,1975-12-24,M,USA,California,Investment,3,No,Client,51,1,C2,First-Time Buyers
C1099,Individual,Joan,Scott,1971-12-26,F,USA,Colorado,Home,3,No,Agency,55,3,C4,Luxury Investors
C1100,Individual,Frank,Thomas,1939-12-14,M,Russia,Novosibirsk,Home,1,No,Website,87,3,C4,Luxury Investors
C1101,Individual,Matthew,King,1964-03-01,M,Belgium,Flanders,Home,5,No,Website,62,2,C3,Corporate Buyers
C1102,Company,Harmon,Co,1960-06-05,M,Germany,Berlin,Home,2,No,Agency,66,3,C4,Luxury Investors
C1103,Individual,Jose,Johnson,1960-12-27,M,Belgium,Wallonia,Home,4,No,Agency,66,2,C3,Corporate Buyers
C1104,Individual,Christian,Weaver,1997-12-15,M,USA,Utah,Investment,5,Yes,Website,29,1,C2,First-Time Buyers
C1105,Individual,Roger,Ward,1939-12-14,M,USA,Nevada,Home,3,Yes,Website,87,2,C3,Corporate Buyers
C1106,Individual,Sean,Martin,1981-12-16,M,USA,California,Home,1,No,Agency,45,0,C1,Global Investors
C1107,Individual,Frank,Hayes,1947-12-15,M,Canada,British Columbia,Home,1,No,Website,79,3,C4,Luxury Investors
C1108,Individual,Helen,Ward,1994-12-01,F,Australia,South Australia,Home,4,No,Website,32,1,C2,First-Time Buyers
C1109,Individual,Rebecca,Anderson,1967-05-09,F,USA,California,Home,1,Yes,Client,59,3,C4,Luxury Investors
C1110,Individual,Harold,Watson,1977-12-05,M,USA,New York,Home,5,Yes,Website,49,1,C2,First-Time Buyers
C1111,Company,Corvus,Co,1966-12-23,M,USA,California,Home,4,Yes,Website,60,2,C3,Corporate Buyers
C1112,Individual,Donald,Green,1982-05-01,M,USA,Nevada,Investment,3,Yes,Website,44,1,C2,First-Time Buyers
C1113,Individual,Brenda,Martin,1973-12-18,F,USA,Texas,Investment,2,No,Client,53,0,C1,Global Investors
C1114,Individual,Cheryl,Wood,1992-04-02,F,USA,California,Home,3,No,Website,34,1,C2,First-Time Buyers
C1115,Individual,Joseph,Bell,1972-12-24,M,USA,Colorado,Home,3,Yes,Agency,54,1,C2,First-Time Buyers
C1116,Individual,Angela,Freeman,1990-12-17,F,USA,California,Home,1,Yes,Agency,36,0,C1,Global Investors
C1117,Individual,Rebecca,Patterson,1954-12-23,F,Mexico,Mexico City,Home,5,Yes,Website,72,2,C3,Corporate Buyers
C1118,Company,Caldera,Co,1968-12-26,M,UK,Scotland,Investment,2,Yes,Website,58,3,C4,Luxury Investors
C1119,Individual,Larry,Green,1940-12-14,M,USA,Oregon,Home,1,Yes,Website,86,3,C4,Luxury Investors
C1120,Individual,Kathleen,Carter,1978-12-16,F,USA,Arizona,Home,1,No,Website,48,0,C1,Global Investors
C1121,Individual,Carolyn,Gray,1985-02-06,F,USA,California,Home,1,No,Client,41,0,C1,Global Investors
C1122,Individual,Judith,Evans,1942-04-10,F,USA,California,Home,4,No,Website,84,2,C3,Corporate Buyers
C1123,Individual,Robert,Pierce,1951-11-03,M,USA,Virginia,Home,5,No,Agency,75,2,C3,Corporate Buyers
C1124,Individual,Sharon,Murray,1976-04-02,F,USA,Oregon,Investment,5,Yes,Website,50,1,C2,First-Time Buyers
C1125,Individual,Ronald,Price,1941-03-02,M,USA,Oregon,Home,3,No,Agency,85,2,C3,Corporate Buyers
C1126,Company,Elara,Co,1982-12-16,M,USA,Virginia,Home,1,Yes,Website,44,0,C1,Global Investors
C1127,Individual,Ann,Cooper,1942-12-15,F,UK,England,Investment,1,No,Website,84,3,C4,Luxury Investors
C1128,Individual,Brian,Montgomery,1983-05-12,M,USA,California,Investment,1,No,Website,43,0,C1,Global Investors
C1129,Individual,Martha,Hansen,1945-03-09,F,USA,Colorado,Investment,5,No,Agency,81,2,C3,Corporate Buyers
C1130,Individual,Tiffany,Parker,1987-01-03,F,USA,Arizona,Home,5,No,Website,39,1,C2,First-Time Buyers
C1131,Individual,Cheryl,Kim,1983-12-28,F,USA,California,Investment,3,No,Website,43,1,C2,First-Time Buyers
C1132,Individual,Terry,Roberts,1981-12-21,M,USA,New York,Home,2,Yes,Website,45,0,C1,Global Investors
C1133,Individual,Jason,Hansen,1992-12-21,M,USA,Oregon,Investment,3,No,Website,34,1,C2,First-Time Buyers
C1134,Individual,Dorothy,Bennett,1943-10-10,F,USA,California,Investment,1,No,Website,83,3,C4,Luxury Investors
C1135,Individual,Melissa,Phillips,1998-12-22,F,Russia,Moscow Oblast,Investment,5,Yes,Client,28,1,C2,First-Time Buyers
C1136,Individual,Shirley,Weaver,1964-12-27,F,USA,California,Home,3,Yes,Agency,62,2,C3,Corporate Buyers
C1137,Individual,Carol,Price,1985-12-24,F,USA,Nevada,Home,4,Yes,Agency,41,1,C2,First-Time Buyers
C1138,Individual,George,Green,1963-12-24,M,USA,Oregon,Home,1,No,Website,63,3,C4,Luxury Investors
C1139,Individual,Tiffany,Green,1996-03-03,F,USA,California,Home,4,Yes,Client,30,1,C2,First-Time Buyers
C1140,Individual,Billy,Jackson,1976-01-07,M,USA,Florida,Home,1,Yes,Website,50,0,C1,Global Investors
C1141,Individual,Kimberly,Montgomery,1999-12-26,F,USA,Arizona,Investment,3,No,Website,27,1,C2,First-Time Buyers
C1142,Individual,Julia,Hughes,1948-10-03,F,USA,Colorado,Home,2,Yes,Agency,78,3,C4,Luxury Investors
C1143,Individual,Michael,Garcia,1994-10-09,M,USA,Arizona,Home,2,Yes,Website,32,0,C1,Global Investors
C1144,Individual,Diane,Young,1978-10-11,F,USA,Georgia,Investment,4,No,Client,48,1,C2,First-Time Buyers
C1145,Individual,Ethan,King,1993-04-04,M,USA,Nevada,Home,5,No,Website,33,1,C2,First-Time Buyers
C1146,Individual,Richard,Weaver,1990-12-14,M,USA,California,Investment,2,No,Website,36,0,C1,Global Investors
C1147,Individual,Brittany,Edwards,1978-09-02,F,USA,Utah,Home,3,No,Website,48,1,C2,First-Time Buyers
C1148,Individual,Joshua,Rogers,1990-12-15,M,Australia,New South Wales,Home,1,Yes,Agency,36,0,C1,Global Investors
C1149,Individual,Kimberly,Thomas,1980-06-03,F,Russia,Tatarstan,Home,3,No,Agency,46,1,C2,First-Time Buyers
C1150,Individual,Tiffany,Cook,1992-08-11,F,USA,Nevada,Investment,4,No,Agency,34,1,C2,First-Time Buyers
C1151,Individual,Tyler,Anderson,1962-12-14,M,USA,Arizona,Investment,2,No,Website,64,3,C4,Luxury Investors
C1152,Individual,Jason,Williams,1976-12-16,M,USA,Georgia,Home,1,No,Website,50,0,C1,Global Investors
C1153,Individual,Scott,Sanders,1990-12-14,M,USA,California,Home,1,No,Website,36,0,C1,Global Investors
C1154,Individual,Jerry,Brown,1956-12-07,M,USA,Utah,Home,5,Yes,Agency,70,2,C3,Corporate Buyers
C1155,Individual,William,Young,1977-03-03,M,USA,California,Home,5,No,Website,49,1,C2,First-Time Buyers
C1156,Individual,Dorothy,Kim,1955-12-16,F,USA,Virginia,Home,4,No,Agency,71,2,C3,Corporate Buyers
C1157,Individual,Kenneth,Davis,1944-02-11,M,Canada,Alberta,Investment,2,No,Website,82,3,C4,Luxury Investors
C1158,Individual,Joan,Pierce,1954-12-19,F,USA,California,Investment,2,No,Website,72,3,C4,Luxury Investors
C1159,Individual,Gerald,Howard,1939-12-24,M,USA,Nevada,Investment,1,Yes,Website,87,3,C4,Luxury Investors
C1160,Individual,Walter,Griffin,1979-12-21,M,USA,Florida,Home,2,Yes,Website,47,0,C1,Global Investors
C1161,Individual,Stephen,White,1994-12-02,M,Canada,Alberta,Investment,3,Yes,Website,32,1,C2,First-Time Buyers
C1162,Individual,Charles,Nelson,1961-12-25,M,USA,California,Investment,2,No,Website,65,3,C4,Luxury Investors
C1163,Individual,Noah,Morales,1997-12-26,M,USA,California,Home,3,Yes,Website,29,1,C2,First-Time Buyers
C1164,Individual,Emma,Watson,1968-11-04,F,Belgium,Wallonia,Home,3,Yes,Agency,58,2,C3,Corporate Buyers
C1165,Individual,Victoria,Alexander,1993-12-26,F,Russia,Moscow Oblast,Home,1,No,Website,33,0,C1,Global Investors
C1166,Individual,Scott,Hall,1990-12-15,M,USA,New York,Investment,1,No,Website,36,0,C1,Global Investors
C1167,Individual,Kevin,Alexander,1966-12-20,M,UK,Scotland,Home,3,No,Website,60,2,C3,Corporate Buyers
C1168,Individual,Brittany,Reyes,1997-12-25,F,Germany,Hamburg,Home,2,Yes,Agency,29,0,C1,Global Investors
C1169,Individual,Noah,Bryant,1994-05-01,M,Russia,Saint Petersburg,Home,5,Yes,Agency,32,1,C2,First-Time Buyers
C1170,Individual,Amanda,Collins,1990-09-02,F,USA,Nevada,Home,1,Yes,Website,36,0,C1,Global Investors
C1171,Individual,Anna,Patterson,1983-12-21,F,USA,California,Investment,4,Yes,Website,43,1,C2,First-Time Buyers
C1172,Individual,Victoria,Freeman,1942-05-11,F,USA,Nevada,Home,5,No,Website,84,2,C3,Corporate Buyers
C1173,Individual,Cheryl,Price,1984-02-11,F,Canada,Manitoba,Investment,1,No,Website,42,0,C1,Global Investors
C1174,Individual,Kenneth,White,1982-06-07,M,USA,Nevada,Home,2,No,Agency,44,0,C1,Global Investors
C1175,Individual,Evelyn,Long,1958-12-27,F,USA,California,Home,2,No,Website,68,3,C4,Luxury Investors
C1176,Individual,Lauren,Baker,1975-03-06,F,USA,California,Investment,4,Yes,Agency,51,1,C2,First-Time Buyers
C1177,Individual,Larry,Sanders,1998-05-09,M,USA,California,Investment,2,No,Agency,28,0,C1,Global Investors
C1178,Individual,Jessica,Richardson,1949-12-16,F,USA,California,Home,1,No,Agency,77,3,C4,Luxury Investors
C1179,Individual,Melissa,Anderson,1991-09-02,F,USA,California,Home,4,No,Agency,35,1,C2,First-Time Buyers
C1180,Individual,Deborah,Miller,1995-11-07,F,Belgium,Brussels,Home,2,Yes,Website,31,0,C1,Global Investors
C1181,Individual,Judith,Hansen,1955-12-23,F,USA,Nevada,Investment,5,No,Website,71,2,C3,Corporate Buyers
C1182,Individual,Christopher,Murray,1961-11-03,M,Germany,Bavaria,Investment,3,Yes,Website,65,2,C3,Corporate Buyers
C1183,Individual,Carl,Rogers,1992-12-14,M,USA,Arizona,Investment,1,No,Website,34,0,C1,Global Investors
C1184,Individual,David,Nelson,1952-12-14,M,France,Ile-de-France,Home,2,No,Website,74,3,C4,Luxury Investors
C1185,Individual,Ronald,Peterson,1999-12-27,M,USA,California,Home,3,No,Website,27,1,C2,First-Time Buyers
C1186,Individual,Victoria,Bennett,1977-12-27,F,USA,Nevada,Home,3,Yes,Website,49,1,C2,First-Time Buyers
C1187,Individual,Melissa,Pierce,1961-12-18,F,USA,Nevada,Home,4,No,Website,65,2,C3,Corporate Buyers
C1188,Individual,Matthew,White,1995-01-11,M,Canada,Alberta,Home,1,No,Client,31,0,C1,Global Investors
C1189,Individual,Peter,Alexander,1962-12-22,M,USA,Florida,Home,2,Yes,Client,64,3,C4,Luxury Investors
C1190,Individual,Sandra,Baker,1946-04-08,F,USA,Texas,Home,4,No,Client,80,2,C3,Corporate Buyers
C1191,Individual,Mary,Cox,1949-12-17,F,USA,California,Investment,3,No,Website,77,2,C3,Corporate Buyers
C1192,Individual,Adam,Jones,2000-05-01,M,USA,Florida,Home,5,No,Website,26,1,C2,First-Time Buyers
C1193,Individual,Amy,Owens,1974-12-20,F,UK,England,Home,1,No,Website,52,0,C1,Global Investors
C1194,Individual,Melissa,Brooks,1942-12-17,F,USA,Colorado,Home,1,No,Website,84,3,C4,Luxury Investors
C1195,Individual,Anna,Pierce,1990-07-06,F,USA,California,Home,4,Yes,Agency,36,1,C2,First-Time Buyers
C1196,Individual,William,Freeman,1955-03-09,M,USA,Nevada,Home,2,No,Agency,71,3,C4,Luxury Investors
C1197,Individual,Deborah,Roberts,1959-10-04,F,USA,Arizona,Home,4,No,Website,67,2,C3,Corporate Buyers
C1198,Individual,Lisa,Young,1959-12-21,F,USA,New York,Home,1,No,Agency,67,3,C4,Luxury Investors
C1199,Individual,Justin,Campbell,1943-03-03,M,USA,Colorado,Home,2,No,Website,83,3,C4,Luxury Investors
