client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel
C0627,Individual,Katherine,Johnson,07-11-2000,F,USA,Arizona,Home,3,No,Agency
C0628,Individual,Arthur,Campbell,12-16-1984,M,Canada,British Columbia,Home,3,Yes,Agency
C0629,Individual,Maria,Richardson,09-07-1946,F,USA,California,Investment,2,No,Agency
C0630,Individual,Stephen,Roberts,12-28-1964,M,USA,California,Home,2,No,Website
C0631,Individual,Dorothy,Flores,11-12-1966,F,USA,California,Home,5,No,Website
C0632,Individual,Thomas,Nelson,12-16-1947,M,UK,Northern Ireland,Home,4,No,Website
C0633,Individual,Ann,Owens,12-05-1941,F,USA,Nevada,Home,3,No,Agency
C0634,Individual,Justin,Ward,12-17-1979,M,USA,Washington,Investment,4,Yes,Website
C0635,Individual,Kimberly,King,12-14-1959,F,UK,Scotland,Investment,5,No,Website
C0636,Individual,Kathleen,Rogers,10-11-1980,F,France,Brittany,Home,5,No,Website
C0637,Individual,Catherine,Stone,12-14-1966,F,USA,California,Home,2,No,Website
C0638,Individual,Jason,King,04-02-1975,M,USA,Ohio,Home,5,Yes,Website
C0639,Individual,Mark,Campbell,03-03-1961,M,UK,Scotland,Home,3,Yes,Website
C0640,Individual,Emily,Thompson,01-03-1967,F,USA,Utah,Home,3,No,Agency
C0641,Company,Zynex,Co,12-26-1993,M,USA,Arizona,Home,2,No,Agency
C0642,Individual,Julia,Reyes,12-21-1966,F,USA,California,Home,4,No,Website
C0643,Individual,Samantha,Richardson,05-05-1974,F,USA,California,Home,5,No,Website
C0644,Individual,Teresa,Johnson,12-25-1955,F,USA,California,Home,4,Yes,Agency
C0645,Individual,Arthur,Cox,12-18-1987,M,USA,Nevada,Home,2,No,Client
C0646,Individual,Cynthia,Campbell,12-21-1994,F,USA,Arizona,Investment,5,No,Agency
C0647,Individual,Victoria,Green,06-02-1946,F,USA,California,Home,4,No,Agency
C0648,Individual,Stephanie,Reed,02-03-1999,F,USA,California,Home,1,Yes,Website
C0649,Individual,Patricia,Mitchell,01-03-1995,F,USA,California,Home,4,No,Agency
C0650,Company,Polaris,Co,12-19-1975,M,France,Occitanie,Home,3,Yes,Client
C0651,Company,Horizon,Co,12-14-1992,M,USA,Washington,Home,1,No,Agency
C0652,Individual,Heather,Johnson,08-12-1993,F,USA,Washington,Home,2,No,Website
C0653,Individual,Gerald,Adams,12-22-1969,M,USA,Ohio,Home,2,No,Client
C0654,Individual,Eric,Griffin,07-05-1960,M,USA,New York,Home,2,Yes,Website
C0655,Individual,Patricia,King,12-19-1949,F,USA,Nevada,Home,1,Yes,Agency
C0656,Individual,Amber,Allen,08-02-1977,F,USA,Colorado,Home,5,No,Client
C0657,Individual,Alexander,Allen,12-26-1955,M,USA,California,Home,2,No,Agency
C0658,Individual,Kelly,Green,12-13-1998,F,USA,Virginia,Home,3,Yes,Agency
C0659,Individual,Sara,Foster,06-10-1988,F,USA,California,Home,4,Yes,Agency
C0660,Individual,Charles,Kim,10-08-1991,M,USA,Arizona,Home,4,Yes,Client
C0661,Individual,Deborah,Williams,12-25-1960,F,Canada,Manitoba,Home,3,No,Website
C0662,Individual,Stephanie,Kim,12-25-1956,F,USA,California,Investment,3,No,Website
C0663,Individual,Anthony,Flores,02-02-1958,M,USA,California,Home,2,Yes,Agency
C0664,Individual,Lawrence,Wood,12-17-1957,M,Canada,Alberta,Investment,5,Yes,Website
C0665,Individual,Robert,Adams,12-27-1958,M,USA,Colorado,Investment,1,No,Agency
C0666,Individual,Maria,Davis,09-10-1948,F,USA,California,Investment,1,No,Website
C0667,Individual,Anthony,Mitchell,07-07-1966,M,USA,Arizona,Investment,2,No,Agency
C0668,Individual,Margaret,Peterson,12-15-1977,F,France,Ile-de-France,Investment,4,Yes,Website
C0669,Individual,Cheryl,Bell,12-18-1957,F,Canada,British Columbia,Home,3,No,Agency
C0670,Company,Altira,Co,12-18-1975,M,USA,Nevada,Investment,4,No,Website
C0671,Individual,Jerry,Pierce,09-12-1941,M,USA,Colorado,Home,4,Yes,Client
C0672,Individual,Amber,Williams,10-03-1967,F,USA,California,Home,2,No,Website
C0673,Individual,Janice,Hayes,12-19-1964,F,USA,California,Home,4,No,Website
C0674,Individual,Judy,Turner,12-26-1985,F,USA,California,Investment,4,No,Website
C0675,Individual,Andrea,Wright,12-23-1968,F,USA,Texas,Home,5,No,Website
C0676,Individual,Lisa,Davis,12-06-1942,F,USA,Nevada,Home,2,No,Agency
C0677,Individual,Jerry,Miller,02-09-1981,M,USA,Arizona,Investment,2,No,Agency
C0678,Individual,Joseph,Watson,12-19-1971,M,USA,California,Home,4,Yes,Website
C0679,Individual,Lisa,Patterson,02-12-1964,F,USA,Nevada,Home,1,No,Agency
C0680,Individual,Andrew,Griffin,12-16-1964,M,USA,Utah,Investment,2,No,Agency
C0681,Company,Helios,Co,12-25-1976,F,USA,California,Home,3,No,Agency
C0682,Individual,Donald,Bennett,12-06-1973,M,USA,California,Home,5,No,Website
C0683,Individual,Patrick,Jordan,12-20-1947,M,USA,Colorado,Home,2,Yes,Agency
C0684,Individual,Donald,Miller,05-10-1985,M,USA,California,Home,1,No,Agency
C0685,Individual,Sharon,Hansen,12-18-1986,F,USA,Washington,Home,5,No,Agency
C0686,Individual,Michael,Howard,12-17-1962,M,USA,California,Home,1,Yes,Website
C0687,Individual,Susan,Long,03-01-1959,F,USA,Utah,Home,3,Yes,Website
C0688,Individual,Kathleen,Howard,04-12-1968,F,USA,Colorado,Investment,5,Yes,Website
C0689,Individual,Ann,Williams,12-17-1997,F,USA,California,Home,4,No,Website
C0690,Individual,Janet,Stewart,09-09-1985,F,USA,Oregon,Home,4,Yes,Agency
C0691,Individual,Kenneth,Bell,12-22-1942,M,USA,California,Investment,4,No,Agency
C0692,Individual,Adam,Roberts,12-14-1963,M,USA,Georgia,Investment,3,No,Agency
C0693,Individual,Jesse,Chavez,12-28-1956,M,USA,California,Investment,5,Yes,Agency
C0694,Company,Sterling,Co,12-13-1988,M,UK,Scotland,Investment,2,No,Website
C0695,Individual,Timothy,Rogers,12-24-1946,M,USA,Washington,Home,4,No,Website
C0696,Individual,Carol,Green,06-03-1994,F,USA,Washington,Investment,5,Yes,Agency
C0697,Individual,Bryan,Mitchell,01-11-1986,M,USA,California,Investment,4,Yes,Agency
C0698,Individual,Maria,Scott,12-16-1945,F,USA,California,Home,2,Yes,Website
C0699,Individual,Stephen,Bennett,12-22-1985,M,USA,Washington,Home,1,Yes,Agency
C0700,Individual,Christine,Sanders,12-14-1943,F,USA,Washington,Home,5,No,Website
C0701,Individual,Danielle,Peterson,12-17-1961,F,UK,England,Investment,1,No,Website
C0702,Individual,Nicholas,Flores,12-24-1965,M,USA,Arizona,Home,5,No,Agency
C0703,Company,Elara,Co,12-15-1983,M,USA,Colorado,Home,3,No,Website
C0704,Individual,Nicole,Jordan,12-23-1941,F,USA,Georgia,Home,4,No,Agency
C0705,Individual,Timothy,Murray,12-18-1939,M,USA,Nevada,Home,3,No,Website
C0706,Individual,Kyle,Thomas,12-23-1983,M,UK,England,Investment,2,No,Client
C0707,Individual,Zachary,Richardson,12-23-1994,M,USA,Virginia,Home,5,Yes,Website
C0708,Individual,Brian,Cook,12-28-1963,M,USA,California,Home,2,No,Client
C0709,Individual,Samantha,Price,06-11-1982,F,USA,Georgia,Home,2,Yes,Agency
C0710,Individual,Kyle,Bryant,12-18-1945,M,USA,Oregon,Home,2,Yes,Agency
C0711,Individual,Victoria,Hughes,12-20-1994,F,USA,California,Investment,3,No,Agency
C0712,Individual,Joseph,Scott,12-21-1990,M,USA,California,Home,1,No,Agency
C0713,Individual,Debra,Thomas,12-14-1996,F,USA,California,Investment,3,No,Agency
C0714,Individual,Kyle,Murray,03-01-1977,M,Russia,Saint Petersburg,Home,3,No,Website
C0715,Individual,Janice,Wilson,05-08-1982,F,USA,Utah,Home,3,No,Website
C0716,Individual,Jordan,Davis,12-24-1993,M,UK,Northern Ireland,Home,1,No,Client
C0717,Individual,Virginia,Weaver,09-06-1946,F,USA,Arizona,Investment,3,Yes,Agency
C0718,Individual,Martha,Scott,08-10-1944,F,France,Ile-de-France,Home,2,Yes,Website
C0719,Individual,Jason,Jordan,02-07-1974,M,USA,California,Investment,2,Yes,Agency
C0720,Individual,Shirley,Wilson,12-17-1980,F,USA,California,Investment,1,Yes,Agency
C0721,Individual,Julia,Jordan,07-03-1999,F,USA,Florida,Home,4,No,Website
C0722,Individual,Carol,Sanders,11-09-1943,F,USA,Texas,Home,1,No,Website
C0723,Individual,Ann,Hansen,12-19-1998,F,Germany,North Rhine-Westphalia,Home,3,Yes,Website
C0724,Individual,Samuel,Howard,12-27-1959,M,USA,Arizona,Investment,4,Yes,Agency
C0725,Individual,Katherine,Jones,03-07-1983,F,USA,New York,Home,3,No,Website
C0726,Individual,Melissa,Harris,12-25-1976,F,USA,Georgia,Home,4,No,Website
C0727,Individual,Ronald,Bell,12-24-1940,M,USA,California,Investment,3,Yes,Client
C0728,Individual,Jason,Jones,12-23-1970,M,USA,California,Home,3,Yes,Agency
C0729,Individual,Raymond,Long,04-01-1944,M,USA,Washington,Investment,3,Yes,Agency
C0730,Individual,Gregory,Baker,09-05-1988,M,USA,California,Investment,4,No,Website
C0731,Individual,Larry,Harris,12-18-1999,M,USA,California,Home,5,No,Agency
C0732,Individual,Justin,Peterson,03-03-1985,M,USA,Oregon,Home,5,No,Website
C0733,Individual,Susan,White,03-01-1976,F,USA,Nevada,Home,5,No,Agency
C0734,Individual,Danielle,Ward,12-27-1980,F,USA,Virginia,Investment,5,Yes,Client
C0735,Individual,Matthew,Long,10-08-1994,M,Germany,Hesse,Investment,4,No,Website
C0736,Individual,Jordan,Campbell,12-13-1941,M,USA,Utah,Investment,3,No,Agency
C0737,Individual,Harold,Harris,12-15-1977,M,USA,California,Investment,3,No,Agency
C0738,Individual,Jose,White,12-21-1979,M,USA,Texas,Home,5,No,Website
C0739,Individual,Albert,Turner,12-16-1964,M,USA,California,Home,2,No,Agency
C0740,Individual,Julia,Bell,08-12-1966,F,USA,Utah,Investment,1,No,Client
C0741,Individual,Sandra,Stone,11-08-1962,F,USA,California,Home,2,No,Website
C0742,Individual,Bryan,Howard,12-21-1979,M,UK,Wales,Home,1,Yes,Website
C0743,Individual,Joshua,Allen,10-09-1972,M,USA,Oregon,Investment,4,Yes,Website
C0744,Individual,Helen,Morales,10-11-1950,F,USA,Virginia,Home,1,No,Website
C0745,Individual,Emily,Collins,12-18-1996,F,USA,California,Investment,5,No,Website
C0746,Individual,Gary,Reyes,12-13-1955,M,UK,Scotland,Home,4,No,Website
C0747,Individual,George,Patterson,12-18-1991,M,USA,Florida,Home,4,Yes,Website
C0748,Company,Vantage,Co,05-03-1974,F,USA,California,Home,1,Yes,Client
C0749,Individual,Dorothy,Anderson,12-26-1991,F,USA,New York,Home,5,No,Agency
C0750,Individual,Janice,Price,08-06-1976,F,USA,Nevada,Investment,1,No,Agency
C0751,Individual,Keith,Parker,12-19-1973,M,USA,California,Home,5,No,Client
C0752,Individual,Lisa,Young,12-17-1953,F,Belgium,Brussels,Investment,3,No,Agency
C0753,Individual,Nicholas,Patterson,12-22-1959,M,Germany,Hamburg,Home,5,No,Website
C0754,Individual,Teresa,Johnson,12-17-1969,F,USA,Arizona,Investment,3,No,Website
C0755,Company,Celera,Co,12-23-1966,F,USA,California,Home,5,No,Website
C0756,Individual,Jessica,Patterson,12-19-1962,F,USA,Utah,Home,5,Yes,Website
C0757,Individual,Keith,Taylor,09-05-1946,M,USA,Oregon,Home,3,Yes,Website
C0758,Individual,Joe,Allen,12-08-1958,M,USA,California,Investment,2,No,Website
C0759,Individual,Samuel,Anderson,12-27-1990,M,USA,Florida,Home,4,No,Website
C0760,Individual,Amanda,Adams,12-27-1963,F,USA,California,Investment,3,No,Website
C0761,Individual,Joyce,Patterson,12-24-1980,F,Belgium,Flanders,Home,2,No,Agency
C0762,Individual,Anna,Young,01-07-1967,F,USA,Ohio,Home,4,No,Website
C0763,Company,Summit,Co,12-18-1970,F,USA,Georgia,Home,3,No,Agency
C0764,Individual,Debra,Parker,09-02-1983,F,UK,Northern Ireland,Investment,4,No,Client
C0765,Individual,Joe,Green,12-22-1966,M,France,Brittany,Home,3,No,Website
C0766,Individual,Robert,Bennett,04-09-1994,M,Germany,North Rhine-Westphalia,Home,3,Yes,Client
C0767,Individual,David,Brown,02-02-1961,M,Canada,British Columbia,Investment,2,No,Agency
C0768,Individual,Matthew,Weaver,12-22-1991,M,Denmark,Southern Denmark,Investment,5,Yes,Website
C0769,Individual,Nicole,Long,12-21-1957,F,USA,Ohio,Home,4,No,Agency
C0770,Individual,Shirley,Hall,09-02-1951,F,Russia,Krasnodar Krai,Home,4,No,Website
C0771,Company,Quasar,Co,09-06-1984,M,USA,California,Home,1,No,Website
C0772,Individual,Ethan,White,12-25-1990,M,USA,California,Investment,1,No,Client
C0773,Individual,Christopher,Taylor,09-12-1964,M,Russia,Saint Petersburg,Home,1,No,Website
C0774,Individual,David,Wood,12-23-1982,M,USA,Georgia,Home,5,Yes,Agency
C0775,Individual,Andrea,Reyes,12-25-1974,F,USA,Arizona,Home,1,No,Agency
C0776,Individual,Ashley,Morales,11-06-1966,F,Germany,Bavaria,Home,4,Yes,Agency
C0777,Company,Meridian,Co,12-15-1981,M,USA,Arizona,Home,1,No,Client
C0778,Individual,George,Pierce,12-22-1997,M,USA,California,Investment,4,Yes,Agency
C0779,Individual,Lisa,Hughes,05-04-1953,F,USA,California,Home,5,Yes,Agency
C0780,Individual,Martha,Hansen,01-08-1947,F,USA,California,Home,3,No,Website
C0781,Individual,Gerald,Sanders,12-28-1939,M,USA,California,Investment,5,Yes,Website
C0782,Individual,Ethan,Williams,02-10-1970,M,USA,Utah,Investment,2,Yes,Website
C0783,Individual,Betty,Sanders,12-27-1960,F,Canada,Alberta,Home,1,Yes,Agency
C0784,Individual,Charles,Baker,12-26-1972,M,Mexico,Baja California,Investment,4,No,Website
C0785,Company,Rexon,Co,12-27-1970,F,USA,California,Home,2,No,Website
C0786,Individual,Sarah,Martin,12-25-1982,F,USA,California,Investment,3,No,Website
C0787,Individual,Andrew,Jackson,12-20-1949,M,USA,Washington,Home,1,No,Website
C0788,Individual,Matthew,Stone,12-14-1943,M,France,Brittany,Investment,4,No,Website
C0789,Individual,Madison,Price,06-04-1974,F,Canada,Ontario,Investment,1,No,Website
C0790,Individual,Brandon,Cooper,12-18-1973,M,USA,California,Home,5,Yes,Agency
C0791,Individual,Walter,Adams,07-01-1983,M,USA,Texas,Home,4,No,Website
C0792,Individual,Joseph,Richardson,12-14-1981,M,USA,California,Investment,4,Yes,Website
C0793,Individual,Kevin,Brown,04-09-1969,M,USA,New York,Home,4,No,Agency
C0794,Individual,Gregory,Mitchell,11-02-1951,M,USA,California,Home,4,Yes,Website
C0795,Individual,Harold,Murray,12-14-1968,M,USA,California,Investment,4,Yes,Website
C0796,Individual,Stephanie,Ward,11-04-1983,F,USA,California,Investment,5,Yes,Website
C0797,Individual,Joan,Gray,08-06-1990,F,USA,Oregon,Home,5,Yes,Agency
C0798,Company,Novex,Co,12-21-1964,M,USA,Nevada,Home,4,Yes,Agency
C0799,Individual,Pamela,Johnson,12-24-1953,F,USA,California,Home,4,No,Website
C0800,Individual,Lawrence,Smith,02-01-1974,M,USA,Virginia,Investment,5,Yes,Website
C0801,Individual,Betty,Price,03-04-1969,F,USA,Washington,Home,4,Yes,Website
C0802,Individual,Matthew,Williams,10-11-1970,M,USA,Virginia,Home,5,No,Agency
C0803,Individual,Evelyn,Moore,12-13-1944,F,USA,Texas,Home,4,No,Agency
C0804,Individual,Tyler,Cook,10-01-1967,M,USA,Washington,Home,5,No,Agency
C0805,Individual,Albert,Cook,12-17-1952,M,Germany,Berlin,Home,1,Yes,Website
C0806,Individual,Jack,Richardson,12-18-1988,M,France,Ile-de-France,Home,5,No,Client
C0807,Individual,Amy,Chavez,12-16-1992,F,Mexico,Mexico City,Investment,5,No,Website
C0808,Individual,Gregory,Ward,12-17-1942,M,Germany,Berlin,Home,3,Yes,Website
C0809,Individual,Hannah,Alexander,12-16-1966,F,France,Occitanie,Home,5,Yes,Agency
C0810,Individual,Ronald,Sanders,12-13-1994,M,USA,California,Home,1,Yes,Website
C0811,Individual,Carl,Allen,12-17-1944,M,UK,Wales,Home,3,No,Agency
C0812,Individual,Harold,Cooper,12-24-1973,M,UK,Northern Ireland,Home,3,Yes,Website
C0813,Individual,Gerald,Cook,11-10-1974,M,UK,Scotland,Investment,3,No,Agency
C0814,Individual,Joan,Stewart,12-26-1963,F,USA,California,Home,2,No,Website
C0815,Company,Horizon,Co,06-11-1965,F,USA,Nevada,Home,4,Yes,Agency
C0816,Individual,Deborah,Wright,12-23-1946,F,Germany,Hamburg,Home,2,Yes,Website
C0817,Individual,Grace,Thompson,12-05-1972,F,USA,California,Investment,1,No,Website
C0818,Company,Sterling,Co,08-09-1991,F,USA,Colorado,Home,2,No,Website
C0819,Individual,Jose,Bryant,12-15-1950,M,USA,California,Home,5,No,Website
C0820,Individual,Judith,Collins,12-22-1939,F,USA,Texas,Investment,4,No,Agency
C0821,Individual,Elizabeth,Moore,04-09-1957,F,USA,California,Home,5,Yes,Agency
C0822,Individual,Jessica,Weaver,12-19-1958,F,USA,California,Investment,3,Yes,Website
C0823,Individual,Nancy,Hayes,12-16-1974,F,USA,Oregon,Investment,5,Yes,Agency
C0824,Individual,Douglas,Cox,01-06-1976,M,USA,California,Home,3,No,Agency
C0825,Individual,Ruth,Hughes,12-26-1981,F,Mexico,Nuevo Leon,Home,4,Yes,Agency
C0826,Individual,Jason,Stewart,11-09-1970,M,USA,Ohio,Investment,4,Yes,Website
C0827,Individual,Ruth,Wright,12-23-1964,F,USA,Washington,Home,2,Yes,Website
C0828,Individual,Elizabeth,Stewart,10-10-1947,F,USA,Arizona,Investment,4,Yes,Website
C0829,Individual,Jonathan,Stewart,12-16-1959,M,USA,Utah,Investment,3,No,Website
C0830,Individual,William,Martin,12-16-1951,M,USA,Oregon,Investment,3,No,Agency
C0831,Individual,Judith,Martin,12-24-1976,F,USA,California,Home,2,No,Website
C0832,Individual,Dorothy,Ward,09-01-1990,F,USA,Nevada,Investment,3,Yes,Website
C0833,Individual,Roger,Green,06-11-1951,M,Denmark,Southern Denmark,Home,5,No,Website
C0834,Individual,Helen,Parker,12-23-1956,F,USA,California,Home,5,No,Website
C0835,Individual,Maria,Foster,06-06-1974,F,USA,California,Home,5,Yes,Website
C0836,Individual,Adam,Sanders,04-02-1942,M,USA,Ohio,Home,4,No,Website
C0837,Individual,Peter,Montgomery,06-06-1967,M,France,Brittany,Home,1,No,Website
C0838,Individual,Jacob,Morris,05-04-1992,M,USA,Nevada,Investment,1,Yes,Website
C0839,Individual,Elizabeth,Baker,12-26-1993,F,UK,England,Home,5,Yes,Agency
C0840,Individual,Elizabeth,Wilson,01-11-1981,F,Belgium,Brussels,Home,1,No,Website
C0841,Individual,Timothy,Cooper,05-02-1999,M,Belgium,Wallonia,Home,5,No,Website
C0842,Individual,Keith,Morales,12-27-1995,M,USA,Washington,Home,5,Yes,Client
C0843,Individual,Amanda,Hansen,04-12-2000,F,USA,Georgia,Home,4,No,Agency
C0844,Individual,Margaret,Scott,12-13-1946,F,USA,California,Home,2,No,Website
C0845,Individual,Ashley,Long,05-09-1993,F,USA,Washington,Home,3,No,Client
C0846,Individual,Martha,Harris,12-15-1975,F,Canada,Quebec,Investment,3,No,Agency
C0847,Individual,Nicole,James,12-27-1987,F,USA,Utah,Home,2,Yes,Agency
C0848,Individual,Aaron,Hughes,12-22-1966,M,USA,California,Home,4,No,Agency
C0849,Individual,Brian,Wilson,11-04-1977,M,USA,Oregon,Home,1,Yes,Website
C0850,Individual,Judy,Stone,12-13-1982,F,USA,Colorado,Investment,5,No,Agency
C0851,Individual,Kyle,White,12-16-1992,M,USA,California,Investment,2,Yes,Website
C0852,Individual,Carl,Brown,12-20-1988,M,Germany,North Rhine-Westphalia,Home,2,No,Agency
C0853,Individual,Gerald,Bryant,07-08-1950,M,USA,Utah,Home,4,No,Website
C0854,Individual,David,Reyes,12-13-1943,M,USA,California,Home,4,No,Website
C0855,Individual,Amanda,Foster,10-03-1973,F,Australia,Queensland,Home,4,No,Website
C0856,Individual,Janice,Chavez,12-16-1963,F,USA,Florida,Home,5,Yes,Website
C0857,Individual,Danielle,Ward,11-05-1951,F,USA,California,Investment,1,Yes,Website
C0858,Individual,Samuel,Howard,12-07-1994,M,USA,Nevada,Home,1,No,Website
C0859,Individual,Megan,Anderson,03-12-1942,F,USA,California,Home,2,Yes,Agency
C0860,Individual,Virginia,Morales,09-07-1968,F,USA,Utah,Home,5,Yes,Website
C0861,Individual,Christine,Peterson,04-08-1994,F,France,Brittany,Investment,2,No,Agency
C0862,Individual,Amanda,Jordan,12-14-1980,F,USA,Colorado,Investment,1,No,Website
C0863,Individual,Brandon,Peterson,12-20-1974,M,Belgium,Wallonia,Home,5,Yes,Agency
C0864,Individual,Noah,Kim,07-07-1970,M,USA,Texas,Home,3,No,Website
C0865,Individual,Rebecca,Gray,12-20-1974,F,USA,Colorado,Investment,5,Yes,Website
C0866,Individual,Lawrence,Bryant,12-27-1986,M,Belgium,Brussels,Home,3,No,Agency
C0867,Individual,Julia,Davis,12-04-1967,F,USA,California,Home,2,No,Agency
C0868,Individual,Victoria,Rogers,12-21-1944,F,USA,Florida,Home,3,Yes,Agency
C0869,Individual,Jose,Roberts,07-03-1993,M,USA,California,Home,4,No,Agency
C0870,Company,Harmon,Co,01-09-1966,F,UK,Northern Ireland,Home,2,Yes,Website
C0871,Individual,Pamela,Pierce,12-28-1988,F,USA,Virginia,Home,1,Yes,Website
C0872,Individual,Sarah,Bennett,12-22-1942,F,UK,England,Home,4,No,Website
C0873,Individual,Gerald,Murray,09-09-1940,M,USA,New York,Home,2,No,Website
C0874,Individual,Debra,Murray,12-26-1952,F,Belgium,Flanders,Investment,2,No,Website
C0875,Individual,Jeffrey,Evans,09-07-1972,M,Canada,Manitoba,Home,4,No,Website
C0876,Individual,Benjamin,Chavez,12-22-1972,M,USA,California,Home,3,No,Client
C0877,Individual,Jennifer,Weaver,12-22-1997,F,USA,Utah,Investment,2,Yes,Agency
C0878,Individual,Ashley,Hansen,12-28-1944,F,USA,Nevada,Home,4,Yes,Website
C0879,Individual,Brandon,Adams,12-15-1944,M,UK,Northern Ireland,Home,4,Yes,Website
C0880,Individual,Judith,Bennett,12-23-1940,F,USA,New York,Home,2,No,Website
C0881,Individual,Ruth,Weaver,12-24-1953,F,USA,Colorado,Investment,1,No,Website
C0882,Individual,Peter,Moore,07-07-2000,M,UK,Wales,Home,3,No,Website
C0883,Individual,Gerald,Thompson,12-22-1945,M,USA,Texas,Home,4,No,Client
C0884,Individual,Joe,Reed,07-05-1949,M,USA,Nevada,Home,2,No,Website
C0885,Individual,Michael,Williams,12-21-1940,M,Canada,British Columbia,Investment,2,Yes,Agency
C0886,Individual,Joseph,Brooks,12-20-1960,M,USA,California,Home,3,Yes,Agency
C0887,Individual,Joan,Bryant,12-23-1992,F,USA,California,Home,3,No,Agency
C0888,Individual,Sharon,Montgomery,12-24-1986,F,Germany,Berlin,Home,4,Yes,Website
C0889,Individual,Scott,Campbell,12-15-1984,M,USA,Nevada,Investment,4,Yes,Website
C0890,Individual,Julie,Nelson,12-23-1954,F,USA,Virginia,Investment,3,Yes,Website
C0891,Individual,Raymond,Roberts,12-20-1969,M,Germany,North Rhine-Westphalia,Investment,1,Yes,Website
C0892,Individual,Helen,Watson,05-06-1958,F,USA,California,Investment,2,Yes,Website
C0893,Individual,Evelyn,Thompson,12-23-1994,F,USA,Colorado,Home,3,Yes,Website
C0894,Individual,Carl,Evans,12-14-1952,M,USA,Georgia,Home,5,No,Website
C0895,Individual,Amanda,Rogers,12-25-1952,F,USA,Arizona,Investment,4,Yes,Website
C0896,Individual,Timothy,Jones,06-05-1970,M,France,Brittany,Home,4,Yes,Agency
C0897,Individual,Ann,Foster,04-08-1971,F,Australia,Victoria,Home,1,No,Website
C0898,Individual,Deborah,King,12-27-1952,F,USA,Arizona,Investment,5,Yes,Agency
C0899,Company,Apex,Co,12-26-1987,F,USA,Washington,Investment,2,No,Website
C0900,Individual,Betty,Cook,12-22-1998,F,Germany,North Rhine-Westphalia,Home,4,No,Agency
C0901,Individual,Gregory,Allen,12-15-1998,M,France,Brittany,Investment,4,No,Agency
C0902,Company,Peerex,Co,11-02-1964,F,UK,Northern Ireland,Home,3,Yes,Agency
C0903,Individual,Christine,Morales,12-28-1991,F,USA,Texas,Investment,3,No,Website
C0904,Individual,Nancy,Brooks,08-03-1984,F,Russia,Saint Petersburg,Home,1,Yes,Website
C0905,Individual,Emma,Allen,12-16-1992,F,USA,Virginia,Home,5,Yes,Website
C0906,Individual,Jacqueline,Baker,12-13-1968,F,USA,California,Investment,5,No,Website
C0907,Individual,Danielle,Scott,12-14-1972,F,USA,California,Home,3,No,Agency
C0908,Individual,Carl,Kim,12-17-1959,M,USA,California,Home,4,Yes,Agency
C0909,Individual,Brandon,Turner,10-07-1967,M,USA,California,Investment,1,Yes,Agency
C0910,Individual,Victoria,Jackson,12-24-1970,F,USA,Texas,Home,3,Yes,Agency
C0911,Individual,Donald,Long,12-27-1988,M,USA,California,Home,4,No,Website
C0912,Individual,Christina,Freeman,11-05-1949,F,USA,California,Home,1,No,Agency
C0913,Individual,Nathan,Hansen,12-13-1998,M,USA,California,Home,4,No,Agency
C0914,Individual,Helen,Freeman,12-10-1948,F,France,Provence,Investment,4,No,Website
C0915,Individual,Ronald,Harris,12-23-1947,M,USA,Florida,Home,2,No,Agency
C0916,Individual,Nathan,Hansen,10-02-1988,M,Russia,Moscow Oblast,Home,2,No,Website
C0917,Individual,Kenneth,Hughes,01-08-1969,M,USA,Arizona,Home,2,Yes,Agency
C0918,Individual,Susan,Cook,12-21-1999,F,Australia,Western Australia,Home,4,No,Client
C0919,Individual,Barbara,Foster,12-17-1974,F,Canada,Quebec,Investment,5,No,Agency
C0920,Individual,Christian,Williams,11-10-1973,M,USA,California,Home,4,No,Website
C0921,Individual,Christina,Reyes,10-03-1999,F,Australia,New South Wales,Home,4,No,Agency
C0922,Individual,Joe,Bell,12-28-1941,M,Australia,Victoria,Investment,4,Yes,Website
C0923,Individual,Ruth,Richardson,12-26-1949,F,USA,Oregon,Home,3,No,Client
C0924,Individual,Emily,Wright,12-20-1987,F,USA,California,Home,4,No,Website
C0925,Individual,Michael,Ward,12-05-1944,M,Germany,Hamburg,Home,2,No,Website
C0926,Individual,Lauren,Harris,04-04-1961,F,USA,California,Home,3,No,Website
C0927,Individual,Carol,Hayes,04-11-1962,F,France,Ile-de-France,Home,4,No,Client
C0928,Individual,Jordan,Jordan,12-27-1949,M,USA,California,Home,1,Yes,Agency
C0929,Individual,Jack,Hall,12-23-1953,M,USA,Washington,Home,4,No,Website
C0930,Individual,Debra,Moore,12-15-1992,F,USA,Washington,Investment,1,Yes,Agency
C0931,Individual,Daniel,Parker,12-25-1976,M,USA,Nevada,Investment,2,Yes,Client
C0932,Individual,Kathleen,Moore,12-14-1948,F,USA,New York,Home,5,No,Website
C0933,Individual,Kimberly,Johnson,03-09-1955,F,USA,California,Home,4,No,Website
C0934,Individual,Barbara,Allen,02-10-1943,F,UK,Northern Ireland,Investment,5,Yes,Website
C0935,Individual,Katherine,Cooper,12-17-1999,F,Canada,Manitoba,Home,4,No,Agency
C0936,Individual,Carolyn,Brooks,10-04-1951,F,USA,California,Home,3,No,Client
C0937,Individual,Gerald,Chavez,03-04-1982,M,USA,Arizona,Home,5,No,Client
